,userId,movieId,rating,timestamp,title,genres,description,cast
58,1,1049,5.0,964982400,"Ghost and the Darkness, The (1996)",Action|Adventure,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,"['Michael Douglas', 'Val Kilmer', 'Tom Wilkinson', 'John Kani', 'Bernard Hill', 'Brian McCardie', 'Emily Mortimer', 'Om Puri', 'Henry Cele', 'Kurt Egelhof', 'Satchu Annamalai', 'Teddy Reddy', 'Raheem Khan', 'Jack Devnarain', 'Glen Gabela', 'Richard Nwamba', 'Nick Lorentz', 'Alex Ferns']"
59,1,1060,4.0,964980924,Swingers (1996),Comedy|Drama,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.","['Vince Vaughn', 'Heather Graham', 'Jon Favreau', 'Ron Livingston', 'Patrick Van Horn', 'Alex Désert', 'Deena Martin', 'Katherine Kendall', 'Brooke Langton', 'Blake Lindsley', 'Kevin James Kelly', 'Stephanie Ittleson', 'Vernon Vaughn', 'Joan Favreau', 'Rio Hackford', 'Caitlyn Tyler Cole', 'Maddie Corman', 'Marty & Elayne']"
61,1,1080,5.0,964981327,Monty Python's Life of Brian (1979),Comedy,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","['Graham Chapman', 'John Cleese', 'Michael Palin', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Terence Bayler', 'Carol Cleveland', 'Kenneth Colley', 'Neil Innes', 'Charles McKeown', 'John Young', 'Gwen Taylor', 'Sue Jones-Davies', 'Peter Brett', 'John Case', 'Chris Langham', 'Andrew MacLachlan']"
62,1,1089,5.0,964982951,Reservoir Dogs (1992),Crime|Mystery|Thriller,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi', 'Lawrence Tierney', 'Randy Brooks', 'Kirk Baltz', 'Edward Bunker', 'Quentin Tarantino', 'Rich Turner', 'David Steen', 'Tony Cosmo', 'Stevo Polyi', 'Michael Sottile', 'Robert Ruth', 'Lawrence Bender', 'Linda Kaye']"
63,1,1090,4.0,964984018,Platoon (1986),Drama|War,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David', 'Forest Whitaker', 'Francesco Quinn', 'Kevin Dillon', 'John C. McGinley', 'Reggie Johnson', 'Mark Moses', 'Corey Glover', 'Johnny Depp', 'Chris Pedersen', 'Bob Orwig', 'Corkey Ford', 'David Neidorf', 'Richard Edson', 'Tony Todd']"
64,1,1092,5.0,964983484,Basic Instinct (1992),Crime|Mystery|Thriller,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,"['Michael Douglas', 'Sharon Stone', 'George Dzundza', 'Jeanne Tripplehorn', 'Denis Arndt', 'Leilani Sarelle', 'Bruce A. Young', 'Chelcie Ross', 'Dorothy Malone', 'Wayne Knight', 'Daniel von Bargen', 'Stephen Tobolowsky', 'Benjamin Mouton', 'Jack McGee', 'Bill Cable', 'Stephen Rowe', 'Mitch Pileggi', 'Mary Pat Gleason']"
65,1,1097,5.0,964981680,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,"['Henry Thomas', 'Drew Barrymore', 'Peter Coyote', 'Dee Wallace', 'Robert MacNaughton', 'K.C. Martel', 'Sean Frye', 'C. Thomas Howell', 'Erika Eleniak', 'David M. ODell', 'Richard Swingler', 'Frank Toth', 'Robert Barton', 'Michael Darrell', 'David Berkson', 'David Carlberg', 'Milt Kogan', 'Alexander Lampone']"
66,1,1127,4.0,964982513,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester', 'Todd Graff', 'John Bedford Lloyd', 'J.C. Quinn', 'Kimberly Scott', 'Captain Kidd Brewer Jr.', 'George Robert Klek', 'Christopher Murphy', 'Adam Nelson', 'Dick Warlock', 'Jimmie Ray Weeks', 'J. Kenneth Campbell', 'Ken Jenkins', 'Chris Elliott', 'Peter Ratray']"
69,1,1197,5.0,964981872,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","['Cary Elwes', 'Mandy Patinkin', 'Robin Wright', 'Chris Sarandon', 'Christopher Guest', 'Wallace Shawn', 'André the Giant', 'Fred Savage', 'Peter Falk', 'Peter Cook', 'Mel Smith', 'Carol Kane', 'Billy Crystal', 'Anne Dyson', 'Margery Mason', 'Malcolm Storry', 'Willoughby Gray', 'Betsy Brantley']"
71,1,1206,5.0,964983737,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke', 'John Clive', 'Adrienne Corri', 'Carl Duering', 'Paul Farrell', 'Clive Francis', 'Michael Gover', 'Miriam Karlin', 'James Marcus', 'Aubrey Morris', 'Godfrey Quigley', 'Sheila Raynor', 'Madge Ryan', 'John Savident', 'Anthony Sharp']"
72,1,1208,4.0,964983250,Apocalypse Now (1979),Action|Drama|War,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall', 'Frederic Forrest', 'Sam Bottoms', 'Laurence Fishburne', 'Albert Hall', 'Harrison Ford', 'Dennis Hopper', 'G.D. Spradlin', 'Jerry Ziesmer', 'Scott Glenn', 'Bo Byers', 'James Keane', 'Kerry Rossall', 'Ron McQueen', 'Tom Mason', 'Cynthia Wood']"
75,1,1214,4.0,964981855,Alien (1979),Horror|Sci-Fi,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.","['Sigourney Weaver', 'Tom Skerritt', 'John Hurt', 'Veronica Cartwright', 'Harry Dean Stanton', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton', 'Eddie Powell']"
76,1,1219,2.0,964983393,Psycho (1960),Crime|Horror,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.","['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin', 'Martin Balsam', 'John McIntire', 'Simon Oakland', 'Frank Albertson', 'Patricia Hitchcock', 'Vaughn Taylor', 'Lurene Tuttle', 'John Anderson', 'Mort Mills', 'Fletcher Allen', 'Walter Bacon', 'Prudence Beers', 'Kit Carson', 'Francis De Sales']"
77,1,1220,5.0,964981909,"Blues Brothers, The (1980)",Action|Comedy|Musical,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",['nan']
78,1,1222,5.0,964981909,Full Metal Jacket (1987),Drama|War,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"['Matthew Modine', 'R. Lee Ermey', 'Vincent DOnofrio', 'Adam Baldwin', 'Dorian Harewood', 'Kevyn Major Howard', 'Arliss Howard', 'Ed ORoss', 'John Terry', 'Kieron Jecchinis', 'Kirk Taylor', 'Tim Colceri', 'Jon Stafford', 'Bruce Boa', 'Ian Tyler', 'Sal Lopez', 'Gary Landon Mills', 'Papillon Soo']"
79,1,1224,5.0,964984018,Henry V (1989),Action|Drama|Romance|War,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.","['Kenneth Branagh', 'Derek Jacobi', 'Simon Shepherd', 'James Larkin', 'Brian Blessed', 'James Simmons', 'Paul Gregory', 'Charles Kay', 'Alec McCowen', 'Fabian Cartwright', 'Stephen Simms', 'Jay Villiers', 'Edward Jewesbury', 'Ian Holm', 'Danny Webb', 'Jimmy Yuill', 'John Sessions', 'Shaun Prendergast']"
80,1,1226,5.0,964983618,"Quiet Man, The (1952)",Drama|Romance,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.","['John Wayne', 'Maureen OHara', 'Barry Fitzgerald', 'Ward Bond', 'Victor McLaglen', 'Mildred Natwick', 'Francis Ford', 'Eileen Crowe', 'May Craig', 'Arthur Shields', 'Charles B. Fitzsimons', 'James OHara', 'Sean McClory', 'Jack MacGowran', 'Joseph ODea', 'Eric Gorman', 'Kevin Lawless', 'Paddy ODonnell']"
81,1,1240,5.0,964983723,"Terminator, The (1984)",Action|Sci-Fi|Thriller,"Set after the events in Terminator 2: Judgment Day (1991), Sarah Connor and her son, John, try to stay under-the-radar from the government, as they plot to destroy the computer network, Skynet, in hopes of preventing Armageddon.","['Lena Headey', 'Thomas Dekker', 'Summer Glau', 'Richard T. Jones', 'Brian Austin Green', 'Garret Dillahunt', 'Shirley Manson', 'Leven Rambin', 'Stephany Jacobsen', 'Dean Winters', 'Mackenzie Brooke Smith', 'Shane Edelman', 'Sonya Walger', 'Busy Philipps', 'Jonathan Jackson', 'Sabrina Perez', 'Matt McColm', 'Brendan Hines']"
82,1,1256,5.0,964981442,Duck Soup (1933),Comedy|Musical|War,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.","['Groucho Marx', 'Harpo Marx', 'Chico Marx', 'Zeppo Marx', 'The Marx Brothers', 'Margaret Dumont', 'Raquel Torres', 'Louis Calhern', 'Edmund Breese', 'Leonid Kinskey', 'Charles Middleton', 'Edgar Kennedy', 'Wade Boteler', 'Sidney Bracey', 'E.H. Calvert', 'Davison Clark', 'Louise Closser Hale', 'Joseph Crehan']"
83,1,1258,3.0,964983414,"Shining, The (1980)",Horror,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson', 'Philip Stone', 'Joe Turkel', 'Anne Jackson', 'Tony Burton', 'Lia Beldam', 'Billie Gibson', 'Barry Dennen', 'David Baxt', 'Manning Redwood', 'Lisa Burns', 'Louise Burns', 'Robin Pappas', 'Alison Coleridge']"
84,1,1265,4.0,964983599,Groundhog Day (1993),Comedy|Fantasy|Romance,A jaded Pittsburgh weatherman finds himself inexplicably trapped in a small town as he lives the same day over and over again.,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray', 'Marita Geraghty', 'Angela Paton', 'Rick Ducommun', 'Rick Overton', 'Robin Duke', 'Carol Bivins', 'Willie Garson', 'Ken Hudson Campbell', 'Les Podewell', 'Rod Sell', 'Tom Milanovich', 'John M. Watson Sr.', 'Peggy Roeder']"
85,1,1270,5.0,964983705,Back to the Future (1985),Adventure|Comedy|Sci-Fi,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'J.J. Cohen', 'Casey Siemaszko', 'Billy Zane', 'Harry Waters Jr.', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman']"
86,1,1275,5.0,964982290,Highlander (1986),Action|Adventure|Fantasy,"An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize"".","['Christopher Lambert', 'Sean Connery', 'Clancy Brown', 'Roxanne Hart', 'Beatie Edney', 'Alan North', 'Sheila Gish', 'Jon Polito', 'Hugh Quarshie', 'Christopher Malcolm', 'Peter Diamond', 'Billy Hartman', 'James Cosmo', 'Celia Imrie', 'Alistair Findlay', 'Edward Wiley', 'James McKenna', 'John Cassady']"
87,1,1278,5.0,964983414,Young Frankenstein (1974),Comedy|Fantasy,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.","['Gene Wilder', 'Madeline Kahn', 'Marty Feldman', 'Peter Boyle', 'Cloris Leachman', 'Teri Garr', 'Kenneth Mars', 'Richard Haydn', 'Liam Dunn', 'Danny Goldman', 'Oscar Beregi Jr.', 'Arthur Malet', 'Richard A. Roth', 'Monte Landis', 'Rusty Blitz', 'Anne Beesley', 'Gene Hackman', 'John Madison']"
88,1,1282,5.0,964982703,Fantasia (1940),Animation|Children|Fantasy|Musical,A collection of animated interpretations of great works of Western classical music.,"['Leopold Stokowski', 'Deems Taylor', 'The Philadelphia Orchestra', 'Corey Burton', 'Walt Disney', 'Hugh Douglas', 'James MacDonald', 'Tim Matheson', 'Julietta Novis', 'Paul J. Smith']"
89,1,1291,5.0,964981909,Indiana Jones and the Last Crusade (1989),Action|Adventure,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.","['Harrison Ford', 'Sean Connery', 'Alison Doody', 'Denholm Elliott', 'John Rhys-Davies', 'Julian Glover', 'River Phoenix', 'Michael Byrne', 'Kevork Malikyan', 'Robert Eddison', 'Richard Young', 'Alexei Sayle', 'Alex Hyde-White', 'Paul Maxwell', 'Isla Blair', 'Vernon Dobtcheff', 'J.J. Hardy', 'Bradley Gregg']"
91,1,1348,4.0,964983393,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,"['Max Schreck', 'Alexander Granach', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff', 'Gustav Botz', 'John Gottowt', 'Max Nemetz', 'Wolfgang Heinz', 'Albert Venohr', 'Eric van Viele', 'Karl Etlinger', 'Guido Herzfeld', 'Hans Lanser-Rudolf', 'Loni Nest', 'Josef Sareny', 'Fanny Schreck']"
92,1,1377,3.0,964982653,Batman Returns (1992),Action|Crime,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.","['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken', 'Michael Gough', 'Michael Murphy', 'Cristi Conaway', 'Andrew Bryniarski', 'Pat Hingle', 'Vincent Schiavelli', 'Steve Witting', 'Jan Hooks', 'John Strong', 'Rick Zumwalt', 'Anna Katarina', 'Gregory Scott Cummins', 'Erika Andersch', 'Travis McKenna']"
93,1,1396,3.0,964983017,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,"A security pro finds his past coming back to haunt him, when he and his unique team are tasked with retrieving a particularly important item.","['Robert Redford', 'Dan Aykroyd', 'Sidney Poitier', 'Jo Marr', 'Gary Hershberger', 'David Strathairn', 'River Phoenix', 'Bodhi Elfman', 'Denise Dowse', 'Hanyee', 'Timothy Busfield', 'Eddie Jones', 'Time Winters', 'Mary McDonnell', 'Jun Asai', 'Donal Logue', 'George Hearn', 'Lee Garlington']"
94,1,1408,3.0,964982310,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig', 'Jodhi May', 'Steven Waddington', 'Wes Studi', 'Maurice Roëves', 'Patrice Chéreau', 'Edward Blatchford', 'Terry Kinney', 'Tracey Ellis', 'Justin M. Rice', 'Dennis Banks', 'Pete Postlethwaite', 'Colm Meaney', 'Mac Andrews', 'Malcolm Storry']"
95,1,1445,3.0,964984112,McHale's Navy (1997),Comedy|War,"A retired Navy officer returns to active duty, along with a group of misfit sailors, to battle his former nemesis.","['Tom Arnold', 'Dean Stockwell', 'Ernest Borgnine', 'Debra Messing', 'David Alan Grier', 'Tim Curry', 'Bruce Campbell', 'French Stewart', 'Danton Stone', 'Brian Haley', 'Henry Cho', 'Anthony Jesse Cruz', 'Honorato Magaloni', 'Guillermo Ríos', 'Eduardo López Rojas', 'Tom Ayers', 'Scott Cleverdon', 'Robert Schuch']"
96,1,1473,4.0,964980875,Best Men (1997),Action|Comedy|Crime|Drama,"Four best men pick up their friend, the groom, outside prison. On the way to the chapel, they stop at a bank and get involved in a robbery. The bank's surrounded. FBI takes over.","['Dean Cain', 'Andy Dick', 'Sean Patrick Flanery', 'Mitchell Whitfield', 'Luke Wilson', 'Fred Ward', 'Raymond J. Barry', 'Drew Barrymore', 'Brad Dourif', 'Tracy Fraim', 'Art Edler Brown', 'Jeff Phillips', 'Biff Yeager', 'Kathryn Joosten', 'Dee Maaske', 'Cal Gibson', 'David Wells', 'K.K. Dodds']"
97,1,1500,4.0,964980985,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.","['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack', 'Alan Arkin', 'Hank Azaria', 'K. Todd Freeman', 'Jeremy Piven', 'Mitchell Ryan', 'Michael Cudlitz', 'Benny Urquidez', 'Duffy Taylor', 'Audrey Kissel', 'Carlos Jacott', 'Brian Powell', 'Ann Cusack', 'D.V. DeVincentis', 'Barbara Harris']"
98,1,1517,5.0,964981107,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,"['Mike Myers', 'Elizabeth Hurley', 'Michael York', 'Mimi Rogers', 'Robert Wagner', 'Seth Green', 'Fabiana Udenio', 'Mindy Sterling', 'Paul Dillon', 'Charles Napier', 'Will Ferrell', 'Joann Richter', 'Anastasia Sakelaris', 'Afifi Alaouie', 'Monet Mazur', 'Mark Bringelson', 'Clint Howard', 'Elya Baskin']"
99,1,1552,4.0,964982620,Con Air (1997),Action|Adventure|Thriller,Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.,"['Nicolas Cage', 'John Cusack', 'John Malkovich', 'Colm Meaney', 'Mykelti Williamson', 'Nick Chinlund', 'Renoly Santiago', 'Ving Rhames', 'Dave Chappelle', 'Rachel Ticotin', 'Steve Eastin', 'Steve Buscemi', 'Danny Trejo', 'M.C. Gainey', 'Landry Allbright', 'Monica Potter', 'Brendan Kelly', 'Jesse Borrego']"
100,1,1573,5.0,964982290,Face/Off (1997),Action|Crime|Drama|Thriller,"To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.","['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola', 'Gina Gershon', 'Dominique Swain', 'Nick Cassavetes', 'Harve Presnell', 'Colm Feore', 'John Carroll Lynch', 'CCH Pounder', 'Robert Wisdom', 'Margaret Cho', 'James Denton', 'Matt Ross', 'Chris Bauer', 'Myles Jeffrey', 'David McCurley']"
